Entr,Row,Col,05-Aug,04-Sep,Cruza,Historial,Peso,Humedad,Percent1,Percent2,KgHa,t
582,12,7,,,E 97034/ORL 99220//Itapúa 75,CP 10302-4E-4E,911,183,83,85,2971,
583,12,6,,,Itapúa 70//ITAPUA 40/IAN 10/3/CD 150,CP 10312-3E-1E-2E,941,182,86,88,3069,
584,12,5,,,Itapúa 70//ITAPUA 40/IAN 10/3/CD 150,CP 10312-3E-6E-13E,1017,193,92,95,3316,
585,12,4,,1,RDWG/MILAN/3/WHU1/VEE#5//CBRD/4/CD 117/5/ND643/2*WBLL1,CP 10323-2E-1E-7E,1386,180,126,129,4520,x
586,12,3,,s,RDWG/MILAN/3/WHU1/VEE#5//CBRD/4/CD 117/5/ND643/2*WBLL1,CP 10323-2E-1E-11E,1092,166,104,102,3562,x
587,12,2,,s,RDWG/MILAN/3/WHU1/VEE#5//CBRD/4/CD 117/5/ND643/2*WBLL1,CP 10323-2E-1E-12E,1124,186,108,105,3665,x
588,12,1,,,PRL/VEE#6//CLMS/3/ALCOVER/4/CD 104/5/ITAPUA 40/KURUKU,CP 10326-3E-1E-8E,1148,166,110,107,3744,x
589,13,1,,1,PRL/VEE#6//CLMS/3/ALCOVER/4/CD 104/5/ITAPUA 40/KURUKU,CP 10326-4E-6E-7E,983,152,94,92,3207,
590,13,2,,,CD 150,,1045,162,100,,3409,
591,13,3,,,BRS LAURO/CANINDE 1//CD 150,CP 10329-5E-3E-10E,1148,170,110,107,3744,x
592,13,4,,,BRS LAURO/CANINDE 1//CD 150,CP 10329-5E-5E-8E,975,154,93,91,3181,
593,13,5,,,BRS LAURO/CANINDE 1//CD 150,CP 10329-5E-5E-9E,949,152,91,89,3096,
594,13,6,,,BRS LAURO/PEWIT 1//CD 104,CP 10330-7E-3E-1E,1096,149,105,102,3576,x
595,13,7,,,BRS LAURO/PEWIT 1//CD 104,CP 10330-7E-3E-6E,1095,159,105,102,3572,x
596,13,8,,,BRS LAURO/PEWIT 1//CD 104,CP 10330-7E-3E-8E,1031,154,94,96,3363,
597,13,9,,s,BRS LAURO/PEWIT 1//CD 104,CP 10330-7E-5E-7E,1038,153,95,97,3386,
598,13,10,,s,BRS LAURO/PEWIT 1//CD 104,CP 10330-7E-5E-8E,1017,151,93,95,3318,
599,13,11,,s,NOGAL/CANINDE 3//CD 150,CP 10333-3E-8E-1E,1162,156,106,108,3791,x
600,13,12,,,DON ALBERTO,,1098,144,100,,3582,
601,13,13,1,s,NOGAL/CANINDE 3//CD 150,CP 10333-3E-8E-2E,1236,144,113,114,4032,x
602,13,14,1,s,NOGAL/CANINDE 3//CD 150,CP 10333-3E-8E-3E,1347,150,123,124,4394,x
603,13,15,,,NOGAL/CANINDE 3//CD 150,CP 10333-3E-8E-4E,1253,161,114,115,4087,x
604,13,16,,,NOGAL/CANINDE 3//CD 150,CP 10333-3E-8E-6E,1302,141,119,120,4248,x
605,13,17,,,NOGAL/CANINDE 3//CD 150,CP 10333-4E-1E-4E,1331,151,121,123,4342,x
606,13,18,,1,NOGAL/CANINDE 3//CD 150,CP 10333-4E-1E-5E,1284,147,120,118,4189,x
607,13,19,,,NOGAL/CANINDE 3//CD 150,CP 10333-4E-1E-6E,1427,143,133,131,4656,x
608,13,20,,,NOGAL/CANINDE 3//CD 150,CP 10333-4E-1E-9E,1159,139,108,107,3781,x
609,13,21,,,NOGAL/CANINDE 3//CD 150,CP 10333-4E-1E-10E,1329,156,124,122,4335,x
610,13,22,,,ITAPUA 75,,1074,144,100,,3504,
611,13,23,,,NOGAL/CANINDE 3//CD 150,CP 10333-4E-4E-3E,1308,155,122,112,4267,x
612,13,24,,s,NOGAL/CANINDE 3//CD 150,CP 10333-4E-4E-7E,1236,155,115,105,4032,x
613,13,25,,,NOGAL/CANINDE 3//CD 150,CP 10333-4E-6E-3E,1172,145,109,100,3824,x
614,13,26,,,NOGAL/CANINDE 3//CD 150,CP 10333-4E-6E-4E,1106,140,103,94,3609,
615,13,27,,s,NOGAL/CANINDE 3//CD 150,CP 10333-4E-6E-8E,1230,153,115,105,4012,x
616,13,28,,s,NOGAL/CANINDE 3//CD 150,CP 10333-4E-6E-12E,1224,165,96,104,3992,x
617,13,29,,,NOGAL/CANINDE 3//CD 150,CP 10333-4E-7E-8E,1354,146,107,116,4417,x
618,13,30,,1,NOGAL/KASORO3//CANINDE 1,CP 10335-2E-3E-3E,1227,149,97,105,4003,x
619,13,31,,1,NOGAL/KASORO3//CANINDE 1,CP 10335-2E-3E-6E,1179,151,93,101,3846,x
620,13,32,,,ITAPUA 85,,1269,146,100,,4140,
621,13,33,,s,NOGAL/KASORO3//CANINDE 1,CP 10335-2E-3E-7E,1129,155,89,95,3683,x
622,13,34,,s,NOGAL/KASORO3//CANINDE 1,CP 10335-2E-3E-8E,1012,135,80,85,3302,
623,13,35,,s,NOGAL/KASORO3//CANINDE 1,CP 10335-2E-3E-9E,1183,154,93,99,3859,x
624,13,36,,1,NOGAL/KASORO3//CANINDE 1,CP 10335-2E-6E-1E,1257,157,99,105,4100,x
625,13,37,,1,NOGAL/KASORO3//CANINDE 1,CP 10335-2E-6E-4E,1179,141,93,99,3847,x
626,13,38,,,NOGAL/KASORO3//CANINDE 1,CP 10335-2E-6E-6E,1110,152,99,93,3621,
627,13,39,,2,NOGAL/KASORO3//CANINDE 1,CP 10335-2E-6E-9E,1280,140,114,107,4176,x
628,13,40,,2,NOGAL/KASORO3//CANINDE 1,CP 10335-2E-6E-11E,1336,141,119,112,4359,x
629,13,41,,2,NOGAL/KASORO3//CANINDE 1,CP 10335-2E-6E-12E,1251,143,112,105,4081,x
630,13,42,,,CANINDE 21,,1120,151,100,,3654,
631,13,43,,,NOGAL/KASORO3//CANINDE 1,CP 10335-2E-7E-2E,1245,151,111,116,4062,x
632,13,44,,1,NOGAL/KASORO3//CANINDE 1,CP 10335-2E-9E-2E,1055,149,94,98,3442,x
633,13,45,,,NOGAL/KASORO3//CANINDE 1,CP 10335-2E-9E-5E,1091,137,97,101,3560,x
634,13,46,,,NOGAL/KASORO3//CANINDE 1,CP 10335-2E-11E-7E,1159,163,103,108,3780,x
635,13,47,,,NOGAL/KASORO3//CANINDE 1,CP 10335-2E-11E-8E,1010,138,90,94,3295,
636,13,48,,,NOGAL/KASORO3//CANINDE 1,CP 10335-2E-15E-11E,1069,160,104,99,3487,
637,13,49,,,NOGAL/CD 104//CANINDE 11,CP 10337-3E-1E-7E,1045,153,101,97,3409,
638,14,49,,,NOGAL/CD 104//CANINDE 11,CP 10337-3E-1E-9E,1054,138,102,98,3439,
639,14,48,,,NOGAL/CD 104//CANINDE 11,CP 10337-4E-7E-2E,724,146,70,67,2362,
640,14,47,,,CD 150,,1031,142,100,,3364,
641,14,46,,,NOGAL/CD 104//CANINDE 11,CP 10337-4E-7E-5E,1046,165,101,97,3412,
642,14,45,,,NOGAL/CD 104//CANINDE 11,CP 10337-4E-7E-8E,1001,140,97,93,3266,
643,14,44,,s,NOGAL/CD 104//CANINDE 11,CP 10337-7E-7E-1E,1242,163,120,116,4051,x
644,14,43,,s,NOGAL/CD 104//CANINDE 11,CP 10337-7E-7E-4E,1223,151,119,114,3990,x
645,14,42,,2,NOGAL/CD 104//CANINDE 11,CP 10337-8E-2E-7E,1247,162,121,116,4068,x
646,14,41,,1,NOGAL/CD 104//CANINDE 11,CP 10337-8E-2E-11E,1217,131,109,113,3971,x
647,14,40,,,CANINDE 11 ,CP -12E,980,139,88,91,3197,
648,14,39,,1,NOGAL//ITAPUA 55/E-92225/3/IAPAR 85,CP 10338-5E-7E-4E,1127,130,101,105,3677,x
649,14,38,,1,NOGAL/Itapúa 70//CANINDE 1,CP 10339-1E-1E-6E,1154,148,103,108,3765,x
650,14,37,,,DON ALBERTO,,1115,136,100,,3638,
651,14,36,,1,NOGAL/Itapúa 70//CANINDE 1,CP 10339-1E-2E-4E,1054,128,95,90,3439,
652,14,35,,1,NOGAL/Itapúa 70//CANINDE 1,CP 10339-1E-2E-5E,1227,135,110,105,4004,x
653,14,34,,,NOGAL/Itapúa 70//CANINDE 1,CP 10339-1E-3E-2E,1118,123,100,95,3648,
654,14,33,,,NOGAL/Itapúa 70//CANINDE 1,CP 10339-1E-3E-6E,1112,131,100,95,3628,
655,14,32,,s,NOGAL/Itapúa 70//CANINDE 1,CP 10339-5E-2E-3E,1065,122,96,91,3475,
656,14,31,,,NOGAL/Itapúa 70//CANINDE 1,CP 10339-5E-2E-8E,1209,131,98,103,3945,x
657,14,30,,s,NOGAL/Itapúa 70//CANINDE 1,CP 10339-5E-2E-9E,1277,134,104,109,4167,x
658,14,29,,,NOGAL/Itapúa 70//CANINDE 1,CP 10339-5E-4E-11E,1208,134,98,103,3942,x
659,14,28,,,NOGAL/CANINDE 1//CD 150,CP 10340-2E-1E-6E,1204,129,98,103,3929,x
660,14,27,,,ITAPUA 75,,1230,144,100,,4013,
661,14,26,,s,NOGAL/CANINDE 1//CD 150,CP 10340-2E-1E-8E,1197,133,97,91,3906,x
662,14,25,,,NOGAL/CANINDE 1//CD 150,CP 10340-4E-4E-2E,971,149,79,74,3168,
663,14,24,,,NOGAL/CANINDE 1//CD 150,CP 10340-6E-2E-2E,1105,133,90,84,3606,
664,14,23,,s,NOGAL/5/PSN/BOW//SERI/3/MILAN/4/ATTILA/6/CD 108,CP 10341-2E-1E-1E,1230,158,100,93,4012,x
665,14,22,,1,NOGAL/Itapúa 75//CANINDE 1,CP 10342-2E-4E-5E,1323,138,108,101,4317,x
666,14,21,,1,NOGAL/Itapúa 75//CANINDE 1,CP 10342-3E-1E-1E,1226,139,87,93,4000,x
667,14,20,,1,NOGAL/Itapúa 75//CANINDE 1,CP 10342-3E-1E-2E,1159,150,83,88,3781,x
668,14,19,,1,NOGAL/Itapúa 75//CANINDE 1,CP 10342-3E-1E-6E,1287,132,92,98,4199,x
669,14,18,,1,NOGAL/Itapúa 75//CANINDE 1,CP 10342-3E-1E-7E,1225,138,87,93,3997,x
670,14,17,,,ITAPUA 85,,1403,165,100,,4576,
671,14,16,,,NOGAL/Itapúa 75//CANINDE 1,CP 10342-3E-1E-8E,1225,128,87,92,3997,x
672,14,15,,1,NOGAL/Itapúa 75//CANINDE 1,CP 10342-3E-1E-9E,1310,159,93,99,4273,x
673,14,14,,1,NOGAL/Itapúa 75//CANINDE 1,CP 10342-3E-1E-11E,1193,162,85,90,3891,x
674,14,13,,1,NOGAL/Itapúa 75//CANINDE 1,CP 10342-3E-1E-12E,1086,153,77,82,3543,x
675,14,12,,1,NOGAL/Itapúa 75//CANINDE 1,CP 10342-3E-1E-14E,1010,180,72,76,3294,
676,14,11,,1,NOGAL/Itapúa 75//CANINDE 1,CP 10342-3E-1E-16E,1199,166,96,90,3911,x
677,14,10,,1,NOGAL/Itapúa 75//CANINDE 1,CP 10342-3E-2E-2E,1139,164,91,86,3715,x
678,14,9,,1,NOGAL/Itapúa 75//CANINDE 1,CP 10342-3E-2E-4E,1311,162,105,99,4276,x
679,14,8,,1,NOGAL/Itapúa 75//CANINDE 1,CP 10342-3E-4E-5E,1122,166,89,84,3660,x
680,14,7,,,CANINDE 21,,1254,163,100,,4090,
681,14,6,,1,NOGAL/Itapúa 75//CANINDE 1,CP 10342-3E-4E-7E,1202,161,96,106,3921,x
682,14,5,,1,NOGAL/Itapúa 75//CANINDE 1,CP 10342-3E-4E-9E,1102,149,88,97,3595,x
683,14,4,,1,NOGAL/Itapúa 75//CANINDE 1,CP 10342-3E-4E-10E,1077,172,86,95,3513,x
684,14,3,,1,NOGAL/Itapúa 75//CANINDE 1,CP 10342-3E-4E-11E,1012,166,81,89,3301,
685,14,2,,1,NOGAL/Itapúa 75//CANINDE 1,CP 10342-3E-10E-4E,1064,169,85,94,3470,x
686,14,1,,,NOGAL/Itapúa 75//CANINDE 1,CP 10342-3E-11E-11E,1031,164,102,91,3363,
687,15,1,,1,NOGAL/Itapúa 75//CANINDE 1,CP 10342-3E-21E-13E,1223,176,121,108,3989,x
688,15,2,,1,NOGAL/Itapúa 75//CANINDE 1,CP 10342-3E-22E-10E,1014,185,100,89,3307,
689,15,3,,,NOGAL/Itapúa 75//CANINDE 1,CP 10342-3E-25E-1E,1093,172,108,96,3565,
690,15,4,,,CD 150,,1012,154,100,,3301,
691,15,5,,,NOGAL/Itapúa 75//CANINDE 1,CP 10342-3E-25E-2E,1146,169,113,107,3738,x
692,15,6,,,NOGAL/Itapúa 75//CANINDE 1,CP 10342-3E-25E-6E,1198,172,118,112,3907,x
693,15,7,,,NOGAL/Itapúa 75//CANINDE 1,CP 10342-3E-25E-9E,1120,164,111,105,3653,x
694,15,8,,,NOGAL/Itapúa 75//CANINDE 1,CP 10342-3E-28E-11E,1171,171,116,109,3819,x
695,15,9,,,NOGAL/Itapúa 75//CANINDE 1,CP 10342-3E-29E-1E,991,169,98,93,3232,
696,15,10,,s,NOGAL/Itapúa 75//CANINDE 1,CP 10342-3E-29E-12E,1133,174,100,106,3695,x
697,15,11,,s,NOGAL/Itapúa 75//CANINDE 1,CP 10342-3E-29E-14E,1053,154,93,98,3435,
698,15,12,,,NOGAL/Itapúa 75//CANINDE 1,CP 10342-3E-32E-2E,891,161,79,83,2906,
699,15,13,,s,NOGAL/Itapúa 75//CANINDE 1,CP 10342-3E-32E-3E,1110,172,98,104,3620,x
700,15,14,,,DON ALBERTO,,1130,163,100,,3686,
701,15,15,,,NOGAL/Itapúa 75//CANINDE 1,CP 10342-3E-32E-4E,1007,180,89,82,3284,
702,15,16,,,BRBT1*2/KIRITATI//BRS 208,CP08447-3E-16E,1299,174,115,106,4237,x
703,15,17,2,2,NOGAL/ALSEN,CP09385-4Y-8E,1257,166,111,103,4100,x
704,15,18,1,1,NOGAL/ALSEN,CP09385-8Y-3E,1355,153,120,111,4420,x
705,15,19,,,NOGAL/ALSEN,CP09385-15Y-4E,1118,,99,91,3654,x
706,15,20,,,NOGAL/CD 104,CP09386-5Y-9E,766,,58,63,2503,
707,15,21,,,NOGAL/CD 104,CP09386-5Y-10E,514,,39,42,1680,
708,15,22,,,NOGAL/CD 104,CP09386-10Y-6E,1108,172,84,90,3614,x
709,15,23,,,NOGAL/CD 104,CP09386-10Y-7E,1014,,77,83,3314,
710,15,24,,,ITAPUA 75,,1319,175,100,,4302,3224-4302
711,15,25,,,NOGAL/CD 104,CP09386-10Y-10E,953,,72,75,3114,
712,15,26,,,NOGAL/CD 104,CP09386-11Y-1E,869,,66,69,2840,
713,15,27,,,NOGAL/CD 104,CP09386-11Y-2E,931,178,71,73,3036,
714,15,28,,,NOGAL/CD 104,CP09386-11Y-5E,350,,27,28,1144,
715,15,29,,2,Itapúa 45/Itapúa 40//ALSEN,CP09227-5Y-13E,1273,148,97,101,4153,x
716,15,30,,1,Itapúa 45/Itapúa 40//ALSEN,CP09227-14Y-5E,1047,153,86,83,3416,x
717,15,31,,2,Itapúa 45/Itapúa 40//ALSEN,CP09227-14Y-10E,1375,174,113,109,4484,x
718,15,32,,,NOGAL/CD 104,CP09386-8Y-2E,967,23,80,76,3159,
719,15,33,,,Itapua 40//ITAPUA 40/KURUKU,CP12002-2E,1177,156,97,93,3839,x
720,15,34,,,ITAPUA 85,,1214,145,100,,3961,
721,15,35,,,Itapua 40//ITAPUA 40/KURUKU,CP12002-3E,1034,153,85,83,3373,
722,15,36,,,Itapua 40//ITAPUA-50/ITAPUA-40 ,CP12005-6E,1141,148,94,92,3722,x
723,15,37,,,Itapua 40//ITAPUA-50/ITAPUA-40 ,CP12005-7E,1105,140,91,89,3605,
724,15,38,,,"Itapua 40/3/PFAU/WEAVER*2//TRANSFER#12,P88.272.2",CP12006-1E,955,144,79,77,3116,
725,15,39,,s,Itapua 40 /ACA 901,CP12007-3E,1170,136,96,94,3818,x
726,15,40,,1,Itapua 40 /ACA 901,CP12007-4E,1219,147,96,98,3977,x
727,15,41,,,Itapua 40/LE 2333,CP12010-6E,1081,148,85,87,3527,
728,15,42,,,Itapúa 45/4/BABAX/PASTOR/3/KAUZ*2/YACO//KAUZ,CP12016-7E,1092,161,86,88,3562,
729,15,43,,s,ITAPUA 65/4/BABAX/PASTOR/3/KAUZ*2/YACO//KAUZ,CP12027-8E,1163,157,91,93,3794,x
730,15,44,,,CANINDE 21,,1276,161,100,,4162,
731,15,45,,s,ITAPUA 65/4/BABAX/PASTOR/3/KAUZ*2/YACO//KAUZ,CP12027-14E,1165,152,91,103,3800,x
732,15,46,,s,ITAPUA 65//ND643/2*WBLL1,CP12030-6E,1128,151,88,100,3680,x
733,15,47,,,ITAPUA 65/4/PRL/SARA//TSI/VEE#5/3/FINSI,CP12032-10E,1097,159,86,97,3578,
734,15,48,,,"ITAPUA 653/3/PFAU/WEAVER*2//TRANSFER#12,P88.272.2",CP12033-5E,1203,153,94,107,3924,x
735,15,49,,,ITAPUA 65/KLEIN ZORRO,CP12035-5E,1068,142,84,95,3484,
736,16,49,,,ITAPUA 65/KLEIN LEON ,CP12037-10E,982,152,101,87,3204,
737,16,48,,,ITAPUA 70//TNMU/CHAPIO,CP12042-7E,981,163,100,87,3200,
738,16,47,,s,ITAPUA 70//ITAPUA 40/KURUKU,CP12044-5E,988,161,101,88,3223,
739,16,46,,s,ITAPUA 70//ITAPUA-50/ITAPUA-40 ,CP12046-3E,1084,162,111,96,3536,
740,16,45,,,CD 150,,977,155,100,,3187,
741,16,44,,,ITAPUA 70//WBLL1*2/TUKURU,CP12047-6E,972,153,99,98,3171,
742,16,43,,,ITAPUA 70//WBLL1*2/TUKURU,CP12047-13E,937,154,96,94,3057,
743,16,42,,,ITAPUA 70/5/VEE/MJI//2*TUI/3/PASTOR/4/BERKUT,CP12048-1E,1002,161,103,101,3268,
744,16,41,,,ITAPUA 70/5/VEE/MJI//2*TUI/3/PASTOR/4/BERKUT,CP12048-5E,950,152,97,96,3099,
745,16,40,,,ITAPUA 70/5/VEE/MJI//2*TUI/3/PASTOR/4/BERKUT,CP12048-16E,1078,154,110,109,3517,x
746,16,39,,s,ITAPUA 70/5/VEE/MJI//2*TUI/3/PASTOR/4/BERKUT,CP12048-18E,1066,154,106,107,3477,
747,16,38,,s,ITAPUA 70/5/VEE/MJI//2*TUI/3/PASTOR/4/BERKUT,CP12048-20E,1150,156,114,116,3751,x
748,16,37,,,ITAPUA 70/5/VEE/MJI//2*TUI/3/PASTOR/4/BERKUT,CP12048-21E,973,151,96,98,3174,
749,16,36,,s,ITAPUA 70/IPR-144,CP12060-1E,1094,150,108,110,3569,x
750,16,35,,,DON ALBERTO,,1010,151,100,,3295,
751,16,34,,s,ITAPUA 70/IPR-144,CP12060-3E,990,156,98,92,3229,
752,16,33,,,ITAPUA 70/IPR-144,CP12060-6E,1058,155,105,98,3451,
753,16,32,,s,ITAPUA 70/IPR-144,CP12060-7E,981,153,97,91,3200,
754,16,31,,1,Itapúa 75/CD 104,CP12066-6E,1082,153,107,100,3530,x
755,16,30,,1,Itapúa 75//ITAPUA 40/KURUKU,CP12071-3E,1164,140,115,108,3798,x
756,16,29,,,Itapúa 75//ITAPUA 40/KURUKU,CP12071-4E,1092,154,95,101,3562,x
757,16,28,,1,Itapúa 75//ITAPUA 40/KURUKU,CP12071-6E,1068,153,93,99,3484,
758,16,27,,s,Itapúa 75//ITAPUA 40/KURUKU,CP12071-7E,833,147,73,77,2718,
759,16,26,,s,Itapúa 75/3/WBLL4/KASO2//PASTOR,CP12075-10E,1220,145,106,113,3980,x
760,16,25,,,ITAPUA 75,,1148,140,100,,3746,
761,16,24,,,Itapúa 75/4/PRL/SARA//TSI/VEE#5/3/FINSI,CP12078-5E,1096,139,95,99,3576,x
762,16,23,,,Itapúa 75/4/PRL/SARA//TSI/VEE#5/3/FINSI,CP12078-8E,1062,158,92,96,3464,x
763,16,22,,,Itapúa 75/KLEIN LEON ,CP12085-10E,1012,141,88,91,3302,
764,16,21,,,Itapúa 75/KLEIN LEON ,CP12085-13E,1259,145,110,114,4107,x
765,16,20,,,CANINDE 1//WBLL1*2/TUKURU,CP12094-7E,1058,141,92,96,3452,
766,16,19,,,CANINDE 1//\ND643/2*WBLL1,CP12095-1E,1016,143,95,92,3315,
767,16,18,,1,CANINDE 1//\ND643/2*WBLL1,CP12095-9E,1128,146,106,102,3680,x
768,16,17,,,CANINDE 1/4/PRL/SARA//TSI/VEE#5/3/FINSI,CP12096-2E,1037,145,97,94,3383,
769,16,16,,,CANINDE 1/ACA 901,CP12097-6E,1061,144,100,96,3462,
770,16,15,,,ITAPUA 85,,1066,151,100,,3478,
771,16,14,,s,CANINDE 3/CD 104,CP12098-2E,1192,163,112,111,3888,x
772,16,13,,s,CANINDE 3/CD 104,CP12098-5E,1114,145,105,103,3634,x
773,16,12,,s,CANINDE 3/CD 104,CP12098-6E,1056,152,99,98,3445,
774,16,11,,s,CANINDE 3/CD 104,CP12098-7E,948,157,89,88,3092,
775,16,10,,,CANINDE 3/CD 104,CP12098-9E,1056,161,99,98,3445,
776,16,9,,,CANINDE 3/ONIX,CP12100-1E,896,161,82,83,2923,
777,16,8,,s,CANINDE 3//TNMU/CHAPIO,CP12101-4E,932,159,86,87,3040,
778,16,7,,,CANINDE 3/6/CS/TH.SC//3*PVN/3/MIRLO/BUC/4/MILAN/5/TILHI,CP12103-8E,804,156,74,75,2623,
